policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported,incident_year,incident_month,incident_day
3,1000,753.75,30,0,3,7,1,3,0,0,1,6,11208,4,3,3,4,0,3534.17,4267.73,0,2024,9,7
0,700,776.35,72,2,1,6,3,1,2,0,1,5,504,5,3,1,5,1,8878.41,14959.43,0,2024,12,30
1,1000,1358.33,68,1,3,2,5,3,3,1,3,3,9658,22,4,1,2,1,6662.02,10872.25,0,2025,3,4
4,1000,888.42,45,1,0,7,2,2,1,0,2,4,13072,19,2,3,1,0,12391.86,16919.89,0,2025,10,5
7,400,1336.71,66,0,2,6,3,0,3,1,2,2,11762,10,3,2,4,0,7012.55,8463.56,0,2024,1,14
6,400,1340.5,68,2,0,1,2,2,1,2,0,7,3091,15,2,2,1,0,9945.25,10955.29,0,2025,10,8
8,800,616.5,57,0,0,6,0,1,2,0,2,9,9201,20,4,2,0,0,24078.17,24394.12,0,2024,11,17
0,400,642.67,36,2,2,1,5,3,0,1,3,2,12972,5,1,2,1,0,15526.46,17880.88,0,2025,3,8
6,800,1452.98,48,0,2,5,1,1,2,1,3,5,5106,20,4,4,0,1,21520.25,21678.75,0,2023,11,14
2,1000,1279.3,29,2,2,0,5,2,3,2,3,3,482,11,2,0,4,1,10298.54,12718.66,0,2024,11,29
9,800,857.75,39,1,3,6,6,1,1,2,1,1,1265,15,1,0,1,0,6841.52,8204.28,0,2024,3,6
9,700,720.14,39,2,3,2,2,1,2,1,0,1,17330,9,2,0,2,1,18009.97,23428.37,0,2024,12,22
5,700,1152.19,53,1,0,4,0,1,2,1,0,3,7182,19,4,0,0,0,14297.48,24293.54,0,2024,11,27
7,700,1461.32,30,2,0,4,1,3,0,0,3,2,8785,8,1,4,5,0,9124.04,13539.97,0,2025,8,10
9,300,1439.35,71,2,0,3,5,0,1,1,0,3,8052,10,1,4,1,1,2127.42,2014.94,0,2023,12,27
0,300,1102.47,45,0,3,0,4,1,1,1,3,6,10163,11,2,3,4,1,15817.88,22129.63,0,2025,1,20
1,200,1467.34,27,0,1,5,1,3,3,1,1,1,2875,13,3,4,2,1,19014.9,16768.01,0,2024,3,7
4,700,993.01,66,1,2,5,3,3,3,2,1,7,9407,21,1,3,3,1,8106.31,14082.77,0,2024,2,20
6,1000,1050.86,28,1,2,3,6,1,1,2,2,2,9176,11,3,1,2,1,6137.03,5905.25,0,2024,7,22
6,600,959.65,70,2,3,7,5,0,0,1,2,2,9760,22,1,1,1,1,3299.59,5081.51,0,2024,1,6
7,200,857.19,61,2,2,1,0,0,1,2,1,0,6689,15,2,2,3,0,17159.21,23322.93,0,2024,11,28
8,600,1015.46,20,0,0,3,3,0,2,0,1,3,6283,19,2,1,0,1,9857.97,9792.5,0,2024,8,4
3,1000,715.39,67,0,0,2,0,2,0,2,3,8,9538,10,3,3,4,1,10180.95,11299.92,0,2025,10,25
9,600,1407.52,52,1,1,4,2,2,1,2,0,0,14073,14,3,2,0,0,18574.97,24255.5,1,2024,7,8
3,800,1405.4,21,2,1,0,3,3,0,0,2,9,1711,10,2,4,0,1,9737.22,8284.05,0,2025,10,23
5,500,877.65,36,1,0,3,5,0,0,1,1,8,5586,9,1,3,1,1,22445.72,20676.7,0,2024,9,8
7,600,832.46,62,0,2,1,6,1,3,0,2,1,9964,15,3,1,0,0,4619.36,7581.4,0,2025,3,19
7,300,1474.63,59,0,3,6,5,1,0,1,0,1,7681,9,1,0,2,1,5282.65,8821.34,0,2025,6,26
3,500,984.57,66,1,2,5,6,2,0,2,3,0,4869,21,4,1,4,0,8170.46,14103.53,0,2024,7,21
0,300,1287.57,29,2,2,7,2,2,2,1,2,8,12270,14,4,2,1,1,3070.31,5732.04,0,2025,10,8
6,300,998.22,59,1,3,1,0,0,3,0,0,7,705,12,4,1,3,1,2811.93,4275.9,0,2024,12,23
5,400,721.13,62,2,3,2,1,3,0,2,1,9,16421,9,3,0,2,1,6833.13,5830.18,0,2023,12,9
7,200,1359.55,44,1,0,0,1,2,2,1,2,7,8484,22,3,1,5,1,2197.04,2010.92,0,2025,4,7
7,300,1213.29,62,2,1,4,4,1,2,0,2,4,14816,6,3,1,0,1,18140.49,15749.19,0,2024,8,8
2,700,1473.41,75,0,3,0,2,2,1,0,3,8,12257,5,3,3,4,0,13024.33,14704.28,0,2025,10,15
4,700,1077.34,49,0,3,2,1,3,2,2,3,4,6126,4,1,3,4,0,11962.09,14632.46,1,2024,2,29
2,600,981.18,69,1,2,1,5,3,2,1,2,1,8995,21,3,4,2,1,4577.84,6394.24,0,2025,9,24
9,800,1497.31,24,2,1,4,1,3,1,0,3,8,15794,2,4,3,4,1,8410.22,11163.82,0,2025,8,5
1,700,1340.78,44,1,2,3,2,1,1,0,2,7,325,23,1,4,5,1,8739.36,8322.37,0,2025,8,29
9,1000,1443.96,50,0,1,2,3,0,1,2,0,4,8409,11,3,0,4,0,11008.65,12203.33,0,2024,6,29
7,500,1293.37,64,0,0,4,0,0,3,0,0,0,935,6,4,4,5,0,1855.09,2583.65,1,2023,11,26
6,600,713.1,49,1,3,5,3,3,1,0,0,5,13422,8,2,2,3,0,15679.29,15123.44,0,2025,8,16
9,500,1168.81,72,1,1,3,5,0,1,0,3,2,2485,18,2,0,0,1,466.07,544.83,0,2025,3,24
7,400,1129.48,19,0,0,2,0,0,3,1,3,9,4562,17,3,0,4,0,27217.96,24579.92,1,2024,11,25
1,500,1223.7,54,0,0,2,3,1,1,0,3,4,7772,21,2,3,5,0,13026.81,11278.06,1,2024,5,14
6,200,781.49,39,2,1,5,0,3,3,1,0,9,5449,7,1,3,1,1,2223.72,4291.59,0,2024,8,24
6,700,1439.2,46,2,1,4,2,0,2,2,1,9,12797,22,4,3,3,0,2243.26,2225.78,0,2024,7,31
2,300,631.93,73,1,2,4,4,3,1,1,3,5,6889,22,2,4,3,1,9013.89,8016.02,1,2024,4,7
5,600,1305.83,26,0,2,1,3,1,2,2,2,3,5470,12,1,4,4,1,8870.24,17315.98,0,2024,1,20
1,400,1292.27,71,1,1,1,3,1,3,1,1,6,8119,12,3,1,5,0,4779.17,6706.62,0,2025,3,31
0,600,876.66,73,1,3,6,2,1,1,1,0,3,3992,9,2,2,1,0,17474.31,17749.1,0,2024,12,31
8,300,1143.57,71,2,0,4,2,3,1,1,2,0,455,21,4,4,1,0,15853.06,19251.58,0,2024,9,21
4,500,1419.35,30,2,0,0,5,1,1,2,0,5,2666,1,4,1,4,1,11672.29,20614.96,0,2024,11,15
0,500,1318.76,42,0,3,7,4,1,3,0,3,9,1406,16,3,3,5,0,11452.0,14049.05,0,2024,3,30
4,700,1002.05,42,1,0,4,4,1,1,2,1,3,4852,19,3,1,4,1,21437.39,23340.5,0,2024,11,10
2,1000,1195.59,73,1,0,3,5,3,2,0,1,9,101,14,2,3,5,1,20951.54,23011.66,0,2025,6,10
3,600,1400.24,50,1,2,4,4,1,0,1,3,2,4324,0,4,2,5,1,10685.33,21076.07,0,2024,8,30
1,500,859.64,68,1,3,7,3,3,3,2,2,3,212,7,1,2,2,1,17114.59,23246.1,0,2024,8,15
0,300,1232.92,75,2,1,2,2,3,3,1,2,7,16037,11,3,3,4,0,13335.95,15184.21,0,2024,12,25
3,600,691.94,29,0,2,6,2,0,3,1,1,2,1438,8,2,0,3,1,2282.35,3567.87,0,2025,6,17
1,1000,965.17,44,2,2,5,2,2,0,0,3,3,9283,22,3,0,3,0,14595.58,16279.09,0,2024,8,9
3,600,1229.44,66,2,3,7,4,2,0,0,3,0,14446,22,4,0,4,0,4166.99,5560.24,0,2025,3,3
2,800,1434.72,33,1,1,3,2,0,3,1,2,4,15265,3,4,0,3,0,11164.56,9661.53,0,2025,1,2
8,200,657.55,29,1,0,4,5,1,3,2,1,7,16402,23,2,1,4,0,8645.45,8011.99,0,2024,11,19
3,400,1384.59,22,2,2,3,3,1,1,0,0,2,17170,3,2,2,4,0,6415.25,10918.99,0,2024,7,27
6,300,1071.94,58,0,3,6,2,3,0,1,1,9,9624,4,3,1,1,0,14805.68,22755.84,0,2024,2,8
8,200,996.08,22,0,1,2,6,2,1,0,2,0,14341,0,1,0,5,0,9767.48,8773.7,0,2024,4,29
4,1000,1320.7,71,1,1,4,1,3,2,2,2,4,12914,10,2,2,2,1,1725.42,3245.87,0,2023,11,9
4,800,1269.75,31,0,3,1,4,2,1,1,1,3,5854,21,2,3,4,1,4964.89,5633.7,0,2025,9,2
5,200,1392.89,24,2,0,7,2,1,1,2,2,4,8158,19,4,4,5,0,14648.41,15985.75,0,2025,10,18
1,600,1070.54,28,0,2,0,3,1,2,1,2,0,14678,1,2,0,0,1,9207.43,13290.09,0,2024,5,23
8,600,1168.99,29,0,3,3,6,2,0,1,3,5,8571,21,1,1,4,1,24283.98,23128.92,0,2025,1,12
0,800,1261.88,27,2,0,6,1,0,0,2,3,8,1579,9,4,1,2,0,1918.48,1646.35,0,2024,2,16
8,200,1016.2,66,0,0,2,0,0,2,2,2,8,11691,8,1,2,0,0,8580.88,16731.49,1,2024,6,25
9,800,987.17,51,1,0,4,0,3,3,0,0,2,9162,10,1,2,5,0,3282.49,5233.4,0,2024,5,8
6,500,1108.93,55,2,0,1,0,2,0,0,2,8,10567,21,3,0,0,0,11975.84,16561.21,0,2025,1,15
9,500,716.98,21,0,0,4,1,1,1,2,0,5,5331,9,1,1,2,0,7877.35,9159.23,0,2025,5,24
9,500,686.42,35,0,0,4,1,3,2,0,1,2,17847,2,1,1,2,1,5630.53,8735.01,0,2024,11,19
7,700,916.62,26,0,2,6,0,1,2,1,2,7,5915,5,1,4,5,1,17577.84,17826.01,1,2025,5,31
8,600,626.08,68,2,0,7,0,0,2,2,1,7,15938,23,4,3,2,0,3860.78,3683.55,0,2024,6,17
8,400,1481.61,23,1,2,3,3,3,1,2,1,2,1037,14,2,2,3,0,911.2,830.05,0,2025,5,22
5,1000,1408.55,18,1,3,7,2,3,2,2,1,5,6822,8,4,2,5,1,339.27,513.84,1,2024,7,18
4,700,1251.19,35,0,3,4,6,2,1,1,0,4,3046,11,2,4,4,1,744.27,1328.32,0,2025,1,24
5,300,1250.22,67,2,2,1,1,0,2,0,3,1,11129,5,1,2,5,0,10272.62,8627.95,1,2024,8,9
0,400,940.23,49,1,1,6,3,0,1,2,0,9,5264,2,3,2,4,1,16024.56,17950.9,0,2025,6,29
6,300,1461.47,26,0,0,6,1,2,3,1,3,7,12526,4,3,1,2,1,5716.01,9174.9,0,2025,8,23
4,700,947.07,58,2,1,4,5,3,2,1,1,9,6597,12,2,4,1,1,18162.03,21937.43,0,2023,12,11
3,1000,697.0,52,2,3,0,0,0,1,2,3,3,13744,7,1,0,2,1,12851.06,17923.01,0,2024,1,15
6,800,1158.36,55,2,3,7,5,0,3,2,0,8,12030,18,3,0,1,0,21122.21,23376.17,0,2024,9,2
2,500,670.55,40,1,2,4,6,2,2,1,0,0,5568,18,3,3,2,1,3635.17,5249.67,0,2024,12,29
6,500,1226.77,57,1,3,4,0,2,2,0,1,4,5647,18,3,2,0,0,4910.38,9657.55,0,2024,4,13
9,800,1471.14,39,2,1,2,1,1,3,0,0,1,11233,19,4,2,1,0,13887.56,20811.96,0,2025,3,22
5,200,683.8,24,1,0,5,3,1,2,0,3,8,2053,1,3,0,2,1,23265.09,19976.17,0,2025,11,2
6,500,1143.84,54,2,0,5,2,0,0,2,2,1,4489,4,2,3,3,1,23470.87,23507.67,0,2025,1,2
3,600,890.91,64,0,3,4,1,1,0,0,0,7,15714,14,2,2,0,1,7139.4,13930.41,0,2024,2,8
3,200,1328.46,33,2,2,3,6,1,3,0,0,2,2044,13,1,1,5,0,12082.0,23183.49,0,2023,12,29
3,800,673.82,73,0,2,6,5,3,1,1,1,0,10990,12,2,1,2,0,6779.5,7055.13,0,2023,11,16
4,400,1100.51,41,1,0,3,0,1,0,0,0,1,7913,7,2,3,2,1,4971.81,6580.08,0,2024,11,2
3,200,1430.39,70,0,3,4,6,1,1,2,0,6,6125,8,2,3,4,1,1242.34,1266.26,0,2025,2,14
2,600,668.43,69,1,3,1,0,0,3,0,3,2,9774,8,2,1,5,0,17295.11,23059.34,1,2024,7,13
2,700,1301.6,32,1,1,2,6,1,3,2,2,4,15305,19,4,2,4,0,6185.45,11398.23,0,2024,3,29
2,600,1417.63,25,1,1,1,4,3,3,0,3,9,11221,1,1,2,5,1,11007.49,11244.86,0,2024,8,7
4,800,1292.04,52,2,3,2,4,0,2,0,1,7,15438,7,1,0,0,1,3621.56,6899.99,1,2025,9,3
7,1000,1013.89,48,0,3,7,1,2,0,1,1,5,11275,21,2,0,0,1,13617.07,15794.44,0,2023,11,14
9,400,901.49,71,1,0,3,5,3,0,1,1,5,1059,9,3,3,5,0,17492.51,23782.51,0,2024,12,18
3,500,939.99,48,1,3,6,2,1,3,2,2,6,15983,16,4,0,2,0,22154.7,19692.21,0,2025,2,15
1,300,988.72,60,0,3,7,2,1,2,0,2,5,3871,11,4,4,0,0,9955.42,11344.14,0,2025,6,11
7,400,1216.09,69,1,3,0,3,1,1,0,0,2,17078,23,1,3,3,0,25409.15,21690.65,1,2024,8,13
8,1000,1327.88,43,1,2,0,5,1,2,1,3,6,17640,6,3,1,3,0,12253.63,10971.09,0,2025,5,18
6,700,704.12,29,2,3,1,5,3,2,2,0,5,8124,6,3,4,5,1,7401.66,9903.07,0,2025,1,1
7,200,1391.88,29,0,1,3,0,1,0,2,3,8,6883,6,1,3,0,1,6877.34,9352.68,0,2024,10,19
2,300,1232.36,73,0,1,5,2,3,1,2,1,0,733,6,1,3,0,1,2215.05,2435.37,0,2024,12,10
2,700,674.69,44,0,3,1,3,0,0,2,0,4,13614,10,4,3,5,1,11138.7,15033.68,0,2025,1,13
3,600,772.41,33,2,2,6,6,0,2,0,0,2,6413,21,1,1,3,1,3955.99,5815.86,0,2025,11,6
8,200,623.81,73,1,1,1,5,0,0,1,0,8,17330,10,1,2,4,0,6795.52,9262.05,0,2024,10,20
4,600,1381.14,72,1,1,4,6,0,2,0,2,5,8730,11,2,3,5,0,12488.44,12152.47,0,2025,10,12
9,400,647.1,25,2,0,7,3,3,1,2,1,1,11682,20,1,4,2,0,4737.72,6320.62,0,2024,2,23
7,500,696.11,71,2,3,0,2,2,3,1,2,3,5845,15,4,2,0,1,2826.26,2473.66,0,2025,7,6
2,400,713.38,19,2,3,0,0,3,3,2,1,8,14024,6,4,1,1,1,9872.78,17913.52,0,2024,3,26
1,700,790.34,31,2,2,7,0,1,3,0,2,6,16218,11,1,3,3,1,5993.6,7971.63,0,2024,8,25
7,500,968.54,33,2,1,3,5,2,0,2,3,7,14473,15,4,4,2,1,5856.82,8799.76,0,2025,3,24
2,500,1069.46,73,0,3,2,0,2,1,1,1,0,12570,23,1,4,3,0,11188.15,12742.19,0,2024,5,29
1,200,1098.87,69,2,0,2,4,0,0,1,0,8,17648,22,1,3,1,1,10381.45,19720.82,0,2024,2,18
8,400,647.53,19,1,2,0,2,1,3,1,1,7,15700,22,2,1,1,1,13570.29,17122.33,0,2024,11,11
5,400,838.7,27,0,0,5,6,3,0,2,3,0,13779,5,2,2,5,1,13078.72,21269.43,0,2025,11,1
2,600,1096.22,67,0,1,0,1,0,2,2,2,1,1987,1,4,2,2,1,11744.32,18389.56,0,2023,12,21
0,1000,1092.46,41,2,0,0,2,3,0,1,0,9,16875,17,1,2,5,1,7679.13,8647.52,0,2024,3,2
3,600,770.92,54,0,1,6,0,0,2,1,0,3,17710,23,4,2,0,0,9764.39,14978.13,0,2025,5,7
1,800,1103.64,51,0,0,5,3,3,2,0,2,5,13095,7,3,0,3,1,8569.92,15113.35,1,2025,3,27
9,800,949.56,38,2,2,7,0,1,1,2,2,5,7858,6,4,4,5,0,19929.39,24621.88,0,2025,5,31
4,200,1421.21,26,2,2,7,3,1,3,2,2,3,8108,22,2,3,5,0,2623.48,2698.02,0,2024,7,18
4,600,669.87,25,2,3,1,5,1,1,2,0,3,14371,18,2,1,2,1,5748.65,8989.19,0,2025,8,7
2,1000,1034.22,26,1,2,0,4,2,1,2,0,0,6060,5,2,4,0,0,23023.97,20233.03,0,2025,9,11
4,400,1156.89,39,0,0,5,4,3,1,1,0,5,11165,16,1,0,0,0,10881.49,13284.89,0,2024,2,25
4,400,1317.94,41,1,0,6,3,1,3,1,2,1,963,5,2,4,1,1,10900.22,16097.86,0,2024,7,6
0,700,941.8,30,2,1,3,2,1,1,0,2,0,14823,23,3,1,1,0,23608.07,24567.63,0,2024,1,5
9,600,776.48,23,2,0,3,6,1,1,1,0,0,5522,5,3,2,5,1,16347.73,15700.82,0,2025,4,13
5,700,1427.84,34,1,2,3,0,1,3,0,0,0,7532,22,1,2,3,0,18644.52,16989.01,0,2024,4,25
7,300,790.06,71,1,2,5,5,2,3,2,1,0,12665,7,4,4,0,0,13229.37,20973.61,1,2024,6,1
1,800,1421.05,54,2,3,6,2,1,2,1,2,3,13544,19,2,4,1,0,2717.25,3716.2,0,2025,9,25
3,500,1144.23,32,2,0,2,1,0,2,1,2,6,7928,13,1,4,2,0,7178.62,13347.48,0,2024,8,31
2,1000,984.71,18,0,3,0,5,3,0,2,3,5,3245,10,2,3,5,0,8915.45,12145.97,0,2024,10,29
4,700,1347.45,53,2,1,5,1,3,3,1,1,9,9800,0,1,2,2,0,10046.12,9088.73,0,2025,6,12
0,400,656.79,45,1,3,4,4,3,2,1,3,5,13406,14,2,4,0,1,23024.02,23336.08,0,2024,5,22
8,300,1070.12,58,0,3,6,5,1,0,1,2,5,14633,2,1,4,4,1,10611.89,16109.17,0,2024,11,5
6,300,605.73,58,0,2,5,4,0,3,1,2,3,8209,10,3,1,3,0,3944.11,7820.01,0,2024,9,22
0,400,780.91,75,1,1,4,1,1,3,1,2,3,1242,15,1,2,3,0,2330.95,3510.37,0,2024,6,2
3,600,842.04,47,1,0,4,1,2,1,0,2,5,1743,4,2,2,2,1,10287.64,12496.58,0,2024,3,24
5,300,1103.37,55,2,2,6,4,1,1,1,1,7,13601,3,3,4,4,0,5619.71,6688.01,0,2023,11,15
3,600,1092.48,27,0,0,4,2,0,0,1,3,3,10946,14,1,3,2,0,18032.47,20335.2,0,2024,8,16
3,1000,934.38,64,1,3,1,6,1,1,2,1,2,17744,0,1,3,2,0,3226.98,3463.61,0,2025,3,5
2,1000,1194.61,32,0,3,6,3,2,1,0,1,2,4189,10,1,0,2,1,5717.11,5639.88,0,2025,2,15
8,600,901.7,37,0,1,2,1,2,0,0,1,6,1456,9,3,1,4,0,7451.31,13241.79,0,2025,7,4
7,200,649.2,30,1,2,6,1,3,3,1,2,3,9896,23,1,3,1,0,8153.83,8170.07,0,2025,3,21
9,700,1152.58,27,0,1,2,1,3,3,2,0,5,12930,16,3,0,5,0,14707.53,19676.02,0,2024,7,7
8,400,750.18,51,1,2,6,3,2,2,1,3,9,11934,21,2,1,2,1,6607.91,9177.74,0,2025,7,28
8,600,1431.79,48,1,3,2,1,3,1,2,0,0,2309,13,3,0,2,0,9591.6,9668.79,0,2024,8,18
4,1000,1245.99,73,1,0,2,6,0,1,2,1,4,732,15,3,4,1,1,15499.34,17738.06,0,2025,10,24
2,500,1427.83,30,0,1,6,3,1,3,1,1,8,17077,18,3,3,1,1,5599.2,10811.45,0,2025,1,16
7,1000,695.57,49,2,2,6,0,2,3,1,2,1,9846,17,2,1,5,0,13658.77,20788.04,0,2024,12,20
7,200,1181.64,52,2,2,3,4,2,1,1,3,8,2000,19,4,1,0,1,13397.76,11792.51,0,2024,10,10
0,500,1282.98,24,2,1,7,6,2,2,2,1,7,14519,18,2,2,4,1,12798.88,15048.01,0,2025,6,12
9,600,823.37,68,0,1,7,3,2,3,2,1,6,17005,15,1,0,1,1,8350.69,12434.34,0,2025,8,5
2,700,970.96,45,1,3,4,1,1,0,2,2,4,14160,20,3,4,3,1,14831.38,18180.98,0,2025,5,1
6,700,1370.04,34,0,1,3,1,2,0,0,3,2,3109,0,1,1,1,1,11960.76,10590.6,0,2025,6,5
7,400,740.9,47,1,1,3,0,1,2,0,3,5,7665,18,2,0,0,0,2085.61,1939.73,0,2025,8,28
2,800,1478.95,41,2,3,0,4,2,2,0,0,9,14191,21,1,4,3,1,12928.13,15852.32,0,2024,2,9
9,300,865.67,43,1,1,6,3,1,3,1,2,7,2339,3,4,1,0,1,3653.61,7204.61,0,2023,12,13
4,500,1168.35,68,2,3,4,4,0,0,0,0,4,10313,13,4,3,5,0,4650.88,5102.97,1,2025,5,5
8,1000,977.5,20,2,1,2,6,3,1,1,0,6,15491,10,3,2,0,1,3832.52,7333.24,0,2024,8,7
1,200,1453.8,37,0,1,7,0,2,1,2,2,0,1621,15,2,2,0,1,13316.42,12097.79,0,2025,2,10
0,300,782.78,73,0,3,3,2,3,1,1,0,8,8569,9,1,0,5,1,17466.81,19382.11,0,2024,8,22
4,500,1342.37,32,2,3,6,3,0,3,0,1,3,6002,20,2,2,0,1,22908.26,22214.89,0,2025,5,29
8,500,1210.19,60,1,2,0,3,3,3,2,0,4,10264,5,3,3,5,0,5298.34,7296.1,0,2025,8,19
7,200,969.27,72,0,0,0,5,2,1,0,2,6,8973,7,2,1,2,0,4040.37,6811.74,0,2025,1,2
6,700,1404.75,23,2,1,0,4,0,2,2,0,3,1999,7,2,1,1,0,23094.38,21961.15,1,2025,8,10
0,1000,938.99,44,2,1,3,5,3,1,1,3,9,4883,22,2,1,5,1,15849.29,23262.47,0,2024,6,26
5,700,810.35,66,1,2,5,3,3,2,0,1,9,7918,6,3,3,3,0,6005.57,7414.04,0,2025,7,29
8,700,1267.65,21,2,2,6,2,2,3,0,2,2,3633,7,3,0,1,0,9578.17,17782.31,0,2024,4,24
1,400,1244.29,52,2,3,1,5,0,2,1,1,8,4779,18,3,2,1,0,1596.86,1515.56,0,2024,2,6
7,300,896.17,62,0,3,1,2,1,3,0,0,9,16982,17,4,2,0,1,7501.65,9651.24,0,2025,11,5
5,300,1275.59,21,0,2,7,4,1,0,2,0,8,13594,7,4,2,1,1,5499.38,9277.54,0,2025,6,27
8,1000,1108.57,38,0,3,3,1,2,3,0,3,4,6078,20,2,2,4,1,20585.53,17222.88,0,2024,3,25
8,400,1210.74,71,0,1,6,5,2,0,0,0,1,6522,11,1,0,0,0,14698.3,19150.83,0,2025,3,9
2,500,885.68,42,0,0,4,5,3,3,0,1,6,7162,6,3,1,2,1,14646.3,12564.64,0,2023,11,18
9,300,855.97,21,1,0,0,0,2,0,1,3,0,10958,1,4,2,5,0,9872.38,10332.23,1,2025,7,8
1,1000,1257.86,75,2,2,0,3,3,3,0,1,2,8883,3,2,3,5,0,20677.24,23586.96,0,2025,4,15
8,700,1473.22,29,0,2,6,0,3,3,0,0,2,15332,10,3,0,0,1,16171.05,14481.43,0,2025,7,2
3,800,1011.51,60,0,3,4,0,3,0,0,2,4,10885,1,2,3,2,0,8018.71,9119.25,1,2024,3,18
6,400,1033.32,57,1,0,2,1,0,0,2,0,3,6135,18,2,3,4,1,10671.5,17678.64,0,2025,3,23
1,500,1120.53,38,2,2,5,6,3,3,1,3,8,10468,21,4,3,4,1,6546.36,10566.66,0,2024,4,23
2,400,602.25,30,2,0,7,3,3,1,0,3,9,4947,11,1,0,3,0,10250.93,12335.62,0,2025,5,20
0,300,1213.28,42,2,2,2,2,2,2,1,1,6,311,19,3,4,2,0,17984.69,21997.67,0,2024,9,9
2,500,714.55,72,0,2,7,5,3,0,1,0,9,12857,15,4,0,5,0,3129.69,3415.36,0,2024,7,24
1,500,936.43,30,0,1,7,2,3,1,1,1,5,15535,6,4,0,0,1,12926.09,15315.08,0,2024,1,1
8,500,600.85,25,1,3,7,6,3,1,2,0,1,10091,1,2,2,0,1,6975.47,9212.68,0,2025,4,10
7,600,1325.63,52,1,0,3,6,0,0,1,2,9,6620,21,4,1,5,1,12270.37,15942.76,0,2024,9,24
0,200,958.4,66,0,2,1,1,2,0,0,3,2,10111,0,4,1,4,0,12411.03,11802.51,0,2023,11,30
4,700,857.55,74,2,0,7,5,3,1,1,2,3,16709,8,2,4,3,1,14926.38,16882.98,0,2024,1,26
5,200,1461.26,70,0,3,3,4,0,2,1,0,5,16978,6,1,2,2,0,10332.02,18869.59,0,2025,10,5
4,700,1217.1,47,0,1,0,2,0,2,2,0,9,3502,20,1,0,4,1,14266.08,14867.65,0,2025,1,14
9,1000,856.67,68,0,1,1,3,1,1,0,2,1,16966,13,3,0,1,1,16478.96,17053.71,0,2025,7,7
6,700,891.96,68,2,3,1,6,1,0,0,0,9,2082,3,4,0,5,1,4030.75,3586.84,0,2025,4,13
7,500,692.73,39,2,0,6,6,0,3,0,2,1,13811,7,1,2,0,1,9289.17,10474.62,0,2024,7,29
2,800,931.33,63,0,3,6,2,1,1,1,1,1,2150,1,4,2,1,0,5030.73,5809.38,0,2025,4,27
4,200,723.49,51,2,1,3,0,2,3,0,0,5,6495,12,1,2,3,0,4239.94,4214.28,0,2025,1,6
1,600,836.98,43,0,2,7,2,1,1,1,2,1,14410,6,4,1,5,1,11164.48,16461.91,0,2024,9,30
1,400,1241.32,44,0,3,6,3,3,1,0,1,8,2728,22,3,4,2,1,3551.07,3336.31,0,2025,4,6
0,200,861.42,31,2,2,4,6,0,3,2,3,6,8765,7,1,1,5,0,14249.24,18128.24,0,2025,5,3
2,700,1055.47,20,2,1,4,5,3,3,2,1,9,2121,14,2,4,1,0,7561.8,7335.59,0,2025,9,9
2,600,1107.4,42,0,2,2,3,3,2,2,0,3,7215,3,2,0,0,1,9489.53,12695.43,1,2025,6,26
3,400,1423.29,50,2,3,6,3,1,2,2,2,5,3794,20,2,4,4,1,8469.17,12706.12,0,2024,2,10
8,800,1072.1,40,2,1,1,4,3,2,2,2,7,16875,6,3,2,3,1,26076.79,24066.66,0,2025,8,5
4,400,953.91,60,2,1,4,3,2,0,0,0,4,4849,7,2,2,4,1,16594.2,20568.28,1,2024,3,9
9,200,977.43,22,2,2,0,0,0,0,2,2,0,5767,16,4,2,3,1,10083.93,13940.31,1,2025,8,21
0,400,879.85,29,1,2,4,6,3,1,2,2,6,14792,16,2,1,4,0,4232.85,4316.86,0,2024,7,23
8,800,1459.22,70,2,3,3,4,1,1,2,1,5,11648,14,3,3,5,1,13558.02,20432.16,0,2023,12,24
0,500,869.22,19,0,3,4,2,1,3,2,2,2,4822,3,2,4,2,0,1785.08,3471.8,0,2024,3,6
9,800,1317.0,74,0,1,6,6,0,1,2,0,2,13641,1,2,2,5,0,6744.3,6505.72,0,2024,3,7
3,200,1105.98,65,2,2,7,4,0,1,1,3,6,7989,7,4,3,3,1,9332.69,16803.74,0,2025,6,3
0,600,1135.92,69,1,0,1,3,3,1,1,2,3,14046,6,3,4,1,1,21899.34,23902.52,0,2024,4,11
5,800,1449.78,62,1,1,4,5,2,0,2,1,9,10285,10,4,3,0,0,22361.4,22048.92,1,2025,4,21
0,400,917.12,45,0,1,2,6,2,1,1,3,1,10129,19,4,1,1,1,12374.07,11763.38,1,2025,7,13
8,500,780.05,67,0,1,6,1,2,1,0,1,5,6140,19,4,3,1,1,5143.48,5051.21,0,2024,8,11
7,700,1387.46,66,1,2,6,3,2,3,1,0,7,1279,23,1,3,4,1,14308.81,14029.51,0,2025,10,10
4,600,1202.52,75,0,2,4,6,2,0,1,1,7,11581,21,3,1,5,1,5439.08,9193.37,0,2024,4,27
4,200,1091.42,43,2,1,5,3,0,0,0,0,0,2894,21,1,2,0,0,12948.39,16465.58,0,2024,2,8
8,700,659.59,32,0,2,7,3,0,1,2,2,2,3365,12,2,2,1,1,9773.4,15810.4,0,2025,2,19
